Headline,Category
В ростовский суд поступило дело нациста Оберландера об убийстве граждан СССР,ЧП
В России разрабатывают новый подход к установлению ограничений скорости,Политика
"В ""Алавесе"" сообщили, что ведут переговоры по переходу Парады в ""Спартак""",Спорт
"На конференции ""Код человечности"" обсудят опыт взаимодействия потребителя с брендом",Политика
Офицер Моздок: ВСУ безуспешно пытаются выходить из Константиновки группами,Конфликты
На нескольких набережных и улицах Москвы перекроют движение 4 июля,Транспорт
В Приморье завершили модернизацию крупнейшего погранперехода региона,ЧП
Песков: Путин и Лукашенко на Валдае обсуждали попытки провоцирования Минска,Политика
МИД Ирана опроверг информацию о проведении 30 июня консультаций с США в Дохе,Политика
"Фестиваль ""Летний вальс"" откроется концертом оркестра министерства обороны РФ",Культура
Синоптик Шувалов исключил 40-градусную жару в Москве,Погода
Консульство РФ в Претории закроется на сутки в день акции против миграции,Экономика
Песков напомнил слова Путина о последствиях за вторжение ВСУ в Курскую область,Конфликты
В Воронежской области приемных родителей арестовали за истязание троих детей,Общество
Дорогу между горной и равнинной Ингушетией ввели в эксплуатацию после капремонта,Политика
Песков: Лантратова успела сделать многое для организации обменов пленными,Политика
В Обнинске при падении обломков БПЛА повреждена крыша хозпостройки дома,ЧП
"К главе организации ""Славим человека труда!"" подали иски из-за задержки зарплаты",Экономика
Песков: Лукашенко не передавал Путину посланий от Зеленского,Политика
Путин примет Лантратову впервые после вступления в должность омбудсмена,Политика
Песков: общение Путина и Лукашенко на Валдае было неформальным,Политика
Песков: Путин и Лукашенко затрагивали тему Украины на Валдае,Политика
"Бутягин сообщил, что крымские экспедиции Эрмитажа отложили",Политика
В Оренбуржье количество закрытых из-за дождя участков дорог сократилось до пяти,Погода
ТАСС: экс-главу Минздрава Кубани Филиппова приговорили к четырем годам,ЧП
Собянин: реконструкция Воробьевского путепровода в Москве выполнена на 70%,Общество
Более 78% опрошенных учащихся поддержали введение оценки за поведение,Общество
В ФРГ сообщили о 26 утонувших на минувших выходных при купании в аномальную жару,Конфликты
"В Гидрометцентре заявили, что жара из Европы ""дотянется краем"" до Москвы",Погода
Минобороны показало кадры освобождения Богодаровки,Конфликты
ВЦИОМ: половина россиян довольна состоянием и оснащением спортивных площадок,Общество
Политолог Тети: Рим тщетно пытается воспрепятствовать обменам между РФ и Италией,Политика
"Астроном Язев рассказал, когда добыча ресурсов на Луне может стать выгодной",Наука
В Тверской области госпитализировали более 10 детей с вирусной инфекцией,Общество
"В ""Аэрофлоте"" одобрили выплату дивидендов за 2025 год из расчета 5,29 рубля на акцию",Экономика
"Никитин вошел в совет директоров ""Аэрофлота""",Транспорт
Литва сообщила о поступлении партии противотанковых мин стоимостью около €3 млн,Экономика
End of story. Каким Сергей Иванов был вне политики и как жил баскетболом,Спорт
Выпускник из Подмосковья впервые набрал 400 баллов на ЕГЭ,Общество
В Венесуэле из-за землетрясения повреждены или разрушены свыше 770 зданий,ЧП
"В Буркина-Фасо объяснили, что привело к разрыву дипотношений с Францией",Политика
В оренбургском Бугуруслане за сутки от воды освободили 44 участка,Конфликты
"Samsung обещал вложить $1,7 трлн в экономику Республики Корея",Экономика
На востоке Индии из-за наводнений пострадали свыше 22 тыс. человек,ЧП
Эксперт Рыбаков: архивы опровергают миф о штрафбатах и заградотрядах в годы ВОВ,Политика
"Из-за ""разочарования и отвращения"". Буркина-Фасо рвет отношения с Францией",Политика
В РАН предупредили о риске фронтального удара по Земле при вспышке высшего класса,Конфликты
В Липецкой области объявляли опасность атаки БПЛА,Конфликты
"Фомин уверен, что со Шварцем ""Динамо"" сможет сделать шаг вперед",Спорт
Российские артиллеристы поразили пункт управления дронами ВСУ в Красном Лимане,Конфликты
ТАСС: лодка пропавших под Красноярском могла перевернуться из-за течения,ЧП
"Бойцы ""Запада"" уничтожили артиллерийские орудия ВСУ в районе Красного Лимана",Конфликты
ТАСС: реггруппы кандидатов в депутаты Госдумы от ЕР возглавили 45 губернаторов,Политика
РБК-Украина: подготовку Киева к зиме могут переложить с мэра на его заместителя,Политика
"Первая 500-балльница ЕГЭ рассказала, что ей помогло сдать экзамены",Общество
"ООН: в Венесуэле почти 1,8 млн человек нуждаются в гумпомощи",Политика
Бабушкина: более 400 депутатов прошли обучение в свердловском заксобрании,Политика
В Мурманской области направили более 60 млн рублей на индексацию соцвыплат,Экономика
В Праге ночь на 29 июня была самой жаркой в истории,Погода
В Каховке при ударе ВСУ по многоэтажному дому пострадал мужчина,Конфликты
Глава Башкирии поручил проверить цены на топливо на частных АЗС,Экономика
Подозреваемыми по делу об убийстве студента в Омске проходят шесть человек,Общество
"Представителю Захаряна ничего неизвестно о переходе футболиста в ""Краснодар""",Спорт
Политолог Тети: в Италии издадут книги Прилепина и Рубанова,Культура
Corriere della Sera: военная помощь НАТО Киеву может быть меньше ожидаемого из-за США,Политика
ТАСС: на Урале задержали четвертого участника свердловской ОПГ,ЧП
Минпромторг открыл прием заявок на субсидии для поддержки экспортных проектов,Экономика
Эксперт Рыбаков: мифы об СССР целенаправленно создавались в годы перестройки,Политика
Освобождение Богодаровки позволило ВС РФ закрепиться на правом берегу Гайчура,Конфликты
МСП в сфере науки привлекли более 2 млрд рублей господдержки с начала года,Наука
В Петербурге оценили стоимость создания полигона для беспилотных трамваев,Экономика
В Кузбассе мужчину и его сыновей осудили за обман 98 женщин,ЧП
Bloomberg: число пересекающих Ормузский пролив судов снизилось на 80%,Политика
"Проект ""Продюсер города"": запуск реалити-шоу в малых городах России",Политика
В Башкирии пострадавшую в ДТП с пятью жертвами девочку доставили в Уфу,ЧП
CNN: за четыре дня через Ормузский пролив прошли 124 судна,Политика
СВР предупредила о наращивании сотрудничества Украины с наркокартелями Мексики,Политика
ТАСС: при освобождении Богодаровки уничтожили более взвода живой силы ВСУ,Конфликты
На Ставрополье похищенного мужчину продали за четыре коробки колбасы,ЧП
В ЦБ заявили о влиянии роста стоимости топлива на инфляционные ожидания,Экономика
"""Петровакс фарм"" начнет экспорт лекарств в Южную Африку",Экономика
В Чечне объявили беспилотную опасность,ЧП
FT: British American Tobacco сократит 9 тыс. рабочих мест из-за снижения спроса,Общество
В Эстонии выразили готовность терпеть падения БПЛА Украины на своей территории,Конфликты
Замглавы Тамбовской области вступил в БАРС,ЧП
ВС РФ в Константиновке за сутки уничтожили до 95 военных ВСУ,Конфликты
ВС РФ поразили места хранения и запуска дальних беспилотников ВСУ,Конфликты
ВС РФ в Красном Лимане заняли 48 зданий,Конфликты
"ВСУ за сутки потеряли более 1,5 тыс. военных на всех участках СВО",Конфликты
Российские средства ПВО сбили за сутки 415 беспилотников ВСУ,Конфликты
Силы ПВО сбили четыре БПЛА на подлете к Москве,Конфликты
ВС РФ освободили Богодаровку в Днепропетровской области,Конфликты
В КЧР к поискам упавшего в горную реку туриста привлекли кинологов,Культура
В Карачаево-Черкесии объявили беспилотную опасность,ЧП
OE24: в Австрии ночь на 29 июня стала самой жаркой в истории,Погода
В Мордовии объявили беспилотную опасность,ЧП
Генсек ОДКБ посетил участки таджикско-афганской границы,Политика
Саратовский губернатор предложил уволить главу района из-за жалоб жителей,Политика
Биологи улучшили способность нейросетей определять структуру гибкой части белков,Наука
Обвиняемые в убийстве студента в Омске заманили его обещанием передать самородок,Общество
"""Автодор"" напомнил об опасности питбайков на скоростных трассах",Транспорт
На Филиппинах назвали сумму ущерба инфраструктуре от землетрясения,ЧП
"ЦБ купил юани на 5,4 млрд рублей с расчетами 26 июня",Экономика
FT: Rolls-Royce намерена возобновить выпуск двигателей для узкофюзеляжных лайнеров,Политика
ТАСС: найдены лодки и вещи пропавших под Красноярском туристов,ЧП
СВР: режим Зеленского стремится получить доход от транзита наркотиков,Политика
Чемпион мира по паделу Чосас сыграет в турнире в Екатеринбурге,Спорт
"""Работать на максимуме и новых проблем не создавать"". Поручения президента РФ по топливу",Политика
Музей Мирового океана отнесли к особо ценным объектам культурного наследия,Культура
"Кокорин считает, что футболист Батраков смог бы заиграть в ПСЖ",Спорт
Украина как перевалочная база и сотрудничество Киева с наркокартелями. Заявления СВР,Политика
ЦБ не поддержал предложение о бюджетном правиле исключительно в рублях,Экономика
"В ""Инарктике"" одобрили дивиденды за 2025 год в размере 10 рублей на акцию",Экономика
В Курской области ожидают дополнительные поставки топлива,ЧП
Ricci: предложение в новостройках старой Москвы может сократиться более чем вдвое,Общество
НБКИ: средний срок автокредита в мае вырос почти до шести лет,Экономика
Польские евродепутаты предложили принять резолюцию в память о жертвах УПА,Экономика
В Орловскую область поступает дополнительное топливо,ЧП
Суд Литвы заслушает доводы осужденного экс-банкира россиянина Антонова,Политика
В Париже молния ударила в шпиль Эйфелевой башни,Конфликты
"Трамп опубликовал картину, где он изображен с роботом и Джорджем Вашингтоном",Политика
СВР назвала одесские порты перевалочной базой для наркотранзита в Европу,Экономика
"Лукич назвал сумасшедшими условия, в которых играла сборная РФ в Европе",Спорт
"Эксперт Сорокин: молдаване считают, что  РФ может гарантировать им безопасность",Политика
СВР: наркогруппировки Латинской Америки видят в Украине коридор для поставок в Европу,Экономика
В Белгородской области при атаках ВСУ пострадали три человека,Конфликты
В Москве цены на офисы класса А выросли на 15% за полгода,ЧП
Очередь на Крымский мост сократилась до 389 автомобилей,Транспорт
В Перми женщину осудили за мошенничество с квартирами пенсионерок,Общество
Российский рынок акций перешел к росту более чем на 1%,Экономика
Кураньи восхищен результативной игрой Месси на чемпионате мира,Спорт
В Калмыкии объявили беспилотную опасность,ЧП
Освобожденные из плена куряне получат меры поддержки в приоритетном порядке,Общество
В Венесуэле из-под завалов спасли девятимесячного ребенка и его мать,Общество
"Жена Спивакова рассказала, когда дирижера выпишут из больницы",Общество
Пловец Кожакин оценил свои результаты на турнире в Италии,Спорт
"ЦАХАЛ заявил о ликвидации в Газе члена ""Исламского джихада""",Конфликты
В Кабардино-Балкарии объявили беспилотную опасность,ЧП
"ФАС признала действия ""Алкой-фарм"" недобросовестной конкуренцией",Политика
В тайге под Красноярском пропали мужчина и женщина,ЧП
В Ленобласти завели дело после аварийной посадки сверхлегкого самолета,Транспорт
Кредитный рейтинг WB Банка повышен до уровня ruBBB+,Экономика
В Киеве и области введут графики отключения света,ЧП
Двое пострадавших при ударе ВСУ по колледжу в Старобельске остаются в больницах,Конфликты
Названа причина госпитализации Спивакова,Политика
ФСБ предотвратила поджог синагоги в Ярославле. Главное,ЧП
В Херсонской области за ночь уничтожили 34 БПЛА,Конфликты
В Москве ликвидировали узел связи телефонных аферистов,Общество
"Политик Пейю: президент Румынии ""навязывает личную волю"", как это делал Кароль II",Политика
В Набережных Челнах рассказали о состоянии пострадавшей от взрыва газа,ЧП
Иран и Катар договорились о разблокировке $6 млрд активов,Политика
Le Monde: Франции дали неделю на закрытие посольства в Буркина-Фасо,Политика
"Групповой этап чемпионата мира по футболу посетили 4,6 млн человек",Спорт
"Кокорин: Сперцян в будущем может перейти из ""Аль-Ахли"" в европейский клуб",Спорт
В России разработали импортозамещающие датчики для морских судов,Экономика
На Камчатке проведут проверку после слов чиновника о поиске водителей скорой,Политика
Миграционная политика на Ставрополье,ЧП
В Подмосковье обвинили четырех мужчин после массового отравления наркотиками,ЧП
На Солнце 29-30 июня возможны вспышки высшего класса,Культура
Эксперт Козлова призвала готовить школьных учителей к работе с ИИ,Общество
"Наркотики в Подмосковье, где произошло массовое отравление, привез курьер",ЧП
ТАСС: число пострадавших от еды из гастронома в Астрахани увеличилось до 30,ЧП
В Бердянске приостановили водоснабжение,Политика
"При экологической партии ""Зеленые"" создали научно-экспертный совет",Политика
Иран и Оман провели первое заседание рабочей группы по Ормузскому проливу,Политика
Климент Колесников симпатизирует японцам на ЧМ по футболу,Спорт
Профессор Язев: для добычи металлов на Луне не надо будет копать шахты,Политика
В Башкирии ограничили отпуск бензина для снижения ажиотажа,Экономика
ФБР: в США во время ЧМ возле спортобъектов перехватили более 400 БПЛА,Политика
В Молдавии с 30 июня объявили красный код опасности из-за аномальной жары,ЧП
В Афганистане заявили о 36 погибших из-за атак Пакистана,ЧП
Кураньи назвал сборную Франции главным фаворитом чемпионата мира,Спорт
Время Африки и трагедия иранцев. Самые яркие события группового этапа ЧМ,ЧП
Глава МИД Эстонии: некоторые страны ЕС не хотели бы дальше давить на Россию,Политика
В Херсоне произошли взрывы,ЧП
Эксперт: на ММК роботизировано свыше 400 процессов,Политика
Пилота вертолета могут лишить свидетельства после посадки у маяка на Сахалине,ЧП
Жителям белгородского села разрешили вернуться домой после разминирования,Общество
"ЦБ выпустит памятную монету, посвященную ВДНХ",Политика
Спикер Рады Стефанчук: Украине для вступления в ЕС придется изменить конституцию,Политика
"Марш: сборная Канады добилась цели сыграть с ""гигантами"" мирового футбола",Спорт
В Башкирии мужчину задержали за попытку поджечь объект сотовой связи,ЧП
На поезда из России в Абхазию раскупили 90% билетов до конца лета,Транспорт
В федерации назвали шикарным результат прыгунов в воду РФ на первенстве Европы,Экономика
Российский рынок акций снижается в начале торгов,Экономика
В части Днепропетровска после взрыва пропал свет,ЧП
В Астрахани 14 человек остаются в больнице после заражения сальмонеллезом,Общество
МИД КНР: ограничения против Японии направлены против милитаризма,Политика
"Экипажи ""Союза МС-29"" отправились на Байконур",Политика
В Калининградской области побит многолетний температурный рекорд,Погода
Вице-спикер Сейма Босак назвал постыдным предложение Варшавы о помощи Киеву,Политика
Жителей села под Белгородом попросили уехать после атаки ВСУ,Конфликты
"Кураньи заявил, что групповой этап ЧМ-2026 превзошел его ожидания",Спорт
В Новосибирском зоопарке родились краснокнижные дальневосточные котята,Общество
"Модель беспилотной амфибии ""Меридиан"" завершила испытания на открытой воде",ЧП
В Приморье оштрафовали владельцев угольных морских терминалов,ЧП
Избирательная кампания - 2026 в Северной Осетии,Общество
Тарасова призвала отвечать победами на письмо 11 гимнастических федераций,Спорт
"Глава парламента Турции рассказал, что помешало достичь мира между РФ и Украиной",Политика
Азербайджан призвал Израиль пересмотреть резолюцию о признании геноцида армян,Политика
В Якутии ввели лимиты на продажу топлива на некоторых государственных АЗС,Экономика
Ски-альпинист Филиппов хочет завоевать несколько золотых медалей на Олимпиаде-2030,Спорт
"В Нижегородской области задержали курьера мошенников, похитивших 5 млн рублей",Экономика
Депутата Верховной рады от правящей партии задержали по делу о коррупции,Политика
"Приложение ""Сберинвестиций"" снова доступно в App Store",Политика
На Украине назвали ситуацию с отключением света в Сумской области самой сложной,Политика
Грузия намерена подписать заявление о стратегическом партнерстве с Казахстаном,Политика
В АП РФ отметили важность эмпатичности регионального лидера для россиян,Политика
Handelsblatt: промсектор ФРГ уже в 2026 году может лишиться до 100 тыс. рабочих мест,Общество
В Подмосковье сообщили о достаточных запасах бензина,Политика
Задержанный в Ярославле признался в намерении поджечь синагогу,Политика
Digi24: в Румынии цена на электричество станет самой высокой в ЕС,Политика
Шара Буллет может провести бой на турнире UFC в Абу-Даби,Спорт
Защита от атак БПЛА и применение искусственного интеллекта. Заявления Белоусова,Наука
"Решать проблемы с топливом, не создавая новых. Поручения Путина",Политика
Фальков отметил необходимость ввести в вузах два обязательных модуля по ИИ,Общество
"Талалаев считает, что Месси может побить рекорд по голам за один чемпионат мира",Спорт
В ТАСС расскажут о чемпионате России по спортивной борьбе в Новосибирске,Спорт
Соцфонд назвал средний размер новой семейной выплаты для работающих родителей,Общество
ЦБ определил объемы операций на внутреннем валютном рынке c 1 июля по 31 декабря,Экономика
ВС РФ уничтожили два пункта дислокации с живой силой ВСУ у Константиновки,Конфликты
В Одесской области начались аварийные отключения света,ЧП
Развитие туризма на Дальнем Востоке,Транспорт
Минобороны Катара и РФ договорились о создании канала прямой связи при кризисах,Конфликты
ФСБ показала кадры предотвращения поджога синагоги в Ярославле,ЧП
Мишустин поздравил работников судостроительной отрасли с Днем кораблестроителя,Политика
Турпоток из России в Шанхай вырос на 130% в январе - мае,Экономика
"Дюков сообщил, что должно произойти для перехода на систему ""весна-осень"" в РПЛ",Конфликты
На Камчатке завели дело после сообщений об издевательствах над ребенком в лагере,ЧП
"В Приамурье действуют 12 лесных пожаров на площади свыше 2,5 тыс. га",ЧП
Журова считает попыткой напакостить письмо 11 гимнастических федераций,Спорт
В ЛНР загорелась машина коммунальщиков после удара БПЛА,ЧП
В нескольких регионах Украины анонсировали введение графиков отключения света,Политика
"Лукашенко заявил, что приезжает в Китай ""как к себе домой""",Политика
Сбили 209 БПЛА. Главное об отражении атак на российские регионы,Конфликты
В больницах Москвы театры и оркестры будут проводить выступления для врачей и пациентов,Общество
На Украине призвали готовиться к отключениям света из-за жары,Политика
Аленичев назвал трех главных фаворитов чемпионата мира 2026 года,Спорт
CTV: в Канаде затонула лодка с туристами,ЧП
"Белоусов рассказал, для чего в российских дронах применяется ИИ",Конфликты
Легализация финрынка Сибири в 2026 году,Общество
Почти на всей территории Румынии объявили красный уровень опасности из-за жары,ЧП
Путин поздравил россиян с Днем кораблестроителя,Политика
"ЦАХАЛ заявил об ударах по трем командным центрам ""Хезболлах"" на юге Ливана",Конфликты
Белоусов: финансирование лабораторий по ремонту техники на СВО дважды увеличивали,Наука
"Монсон считает, что Шаре Буллету будет сложно стать чемпионом UFC",Спорт
Белоусов заявил об активном внедрении ИИ в ПВО,Конфликты
"Российский бизнес обсудит применение гуманоидных роботов на форуме ""Снабтех-2026"" в Шанхае",Общество
Талалаев назвал паузы на водопой на ЧМ серьезным подспорьем для тренеров,Спорт
Белоусов: у войск беспилотных систем эффективность применения дронов втрое выше,Конфликты
Белоусов: ситуация с защитой от БПЛА регионов и зоны СВО меняется каждые два-три месяца,Конфликты
Белоусов: в ВС РФ выстроили эшелонированную систему защиты от БПЛА,Конфликты
Белоусов: в РФ активно внедряются мобильные огневые группы с FPV-перехватчиками,Политика
В РФ создается информсреда для повышения ситуационной осведомленности по БПЛА,Конфликты
Белоусов провел встречу с военкорами,Политика
Бывший чемпион UFC Джонс считает Махачева уникальным спортсменом,Спорт
Чемпионат России по спортивной борьбе в Новосибирске,Спорт
CNN: Мадуро обратился к венесуэльцам с цитатой из Библии,Политика
Историк Рыбаков: говорить правду не значит преуменьшать,Политика
В Свердловской области предупредили о возможных паводках из-за дождей,Погода
ОСК передала заказчикам за 3 года 110 кораблей и судов,Экономика
В России вынесли первый приговор по делу об организации ЛГБТ-сообщества,Политика
Тюменская область направила 30 пожарных-десантников для тушения пожаров на Ямале,ЧП
Фальков заявил о потере у дипломных и курсовых работ функции проверки знаний,Политика
Такой футбол нам не нужен. Первый матч плей-офф ЧМ разочаровал,Спорт
"Аленичев отметил, что на групповом этапе ЧМ было много скучных матчей",Спорт
Х5 остановила поставки Kinder и Raffaello в свои магазины,Политика
Обвиняемые в убийстве омского студента познакомились с ним в интернете,Общество
Потомок Бисмарка заявил о необходимости прямого общения россиян и немцев,Политика
На севере Украины сообщают о масштабных отключениях света,Политика
В Новосибирске экс-главу управления по борьбе с коррупцией осудили за взятки,Политика
Мост в Новоазовске на юге ДНР частично разрушен после атаки БПЛА,Транспорт
Предложение об ограничении зоны боевых действий и ход СВО. Заявления Путина,Конфликты
Обвиняемые в убийстве студента приехали в Омск для совершения преступления,Общество
В Ярославле предотвратили поджог синагоги,ЧП
"Потомок Бисмарка: политические элиты ЕС на самом деле ""лузеры""",Политика
ТАСС: Европа уже закачала в хранилища 22 млрд куб. м газа к следующей зиме,Экономика
В Москве задержали подозреваемых в разбойном нападении на букмекерский клуб,Спорт
В Петербурге задержали подозреваемого в производстве более 10 кг марихуаны,ЧП
В России 55 регионов приняли законы о развитии ответственного ведения бизнеса,Политика
"Директор ""Артека"" заявил, что ВСУ не жалеют детей",Конфликты
Около 70% расходов бюджета Подмосковья направлены на социальный блок,Экономика
Медведчук: при Зеленском в биолабораториях США на Украине начались опыты на людях,Политика
В Ростовской области объявляли беспилотную опасность,ЧП
"Медведчук рассказал, когда на Украине создали первые биолаборатории США",Политика
Встреча Лукашенко и Си Цзиньпина продолжалась более трех часов,Политика
В аэропорту Краснодара задерживается 21 рейс,Транспорт
FT сообщила о рекордных ценах на морские грузоперевозки из-за пошлин США,Политика
В Севастополе при атаках ВСУ повреждены четыре частных дома,Конфликты
Медведчук указал на вспышки болезней из-за биолабораторий США на Украине,Политика
Медведчук: работа по биобезопасности на Украине прикрывала создание биооружия,Политика
Медведчук: при Януковиче на Украине создали 28 объектов сети биолабораторий США,Политика
ВСУ 107 раз за сутки обстреляли отселенные районы Курской области,Конфликты
Двух пострадавших под Брянском детей могут выписать из больницы 29 июня,Общество
Си Цзиньпин: КНР поддерживает Белоруссию в защите суверенитета,Политика
Диетолог Лебедева рассказала о рисках употребления бабл-ти,Общество
В аэропорту Сочи задерживаются более 50 рейсов,Транспорт
"В Подмосковье выделили 8,5 тыс. квотируемых рабочих мест для ветеранов",Общество
Под Севастополем из-за падения обломков БПЛА загорелась хвойная подстилка,ЧП
В Москве ожидается кратковременный дождь,Погода
"Талалаев надеется, что уровень судейства в РПЛ будет соответствовать ЧМ",Спорт
В Иркутске пресекли четыре факта спекуляции бензином,ЧП
ВС РФ поразили голландский БТР ВСУ в районе Константиновки,Конфликты
В Тамбовской области объявили опасность атаки БПЛА,Конфликты
В России более 90% самокатчиков нарушают правила дорожного движения,Общество
Названы самые популярные у россиян женские музыкальные группы,Культура
"Джон Джонс заявил, что готов вернуться в ММА ради большого боя",Политика
В Австралии продолжат рассмотрение дела арестованных россиян Королёвых 3 августа,Политика
Пропавших в Улан-Удэ детей нашли живыми,Общество
Спикер Мособлдумы: рост бюджета Подмосковья позволяет выполнять соцобязательства,Экономика
"""Купол Донбасса""  за сутки сбил 34 беспилотника над ДНР",Конфликты
"Вход на станцию метро ""Парк культуры"" Кольцевой линии закроют в часы пик с 6 июля",Транспорт
"Armenie Football: футболист Захарян перейдет в ""Краснодар""",Спорт
В Забайкалье семь человек госпитализировали после ДТП с Lexus,ЧП
Талалаев назвал невпечатляющим выступление сборной Португалии на ЧМ,Спорт
В Нижневартовске в ДТП с двумя автомобилями пострадали четыре человека,ЧП
FT допустила минимальные за 15 лет запасы газа в Европе к отопительному сезону,Экономика
NBC: в США из-за наводнений погибли не менее четырех человек,ЧП
На Ямале двое подростков утонули в водоемах,ЧП
В Приморье завели дело после гибели ребенка на воде,ЧП
"Володин рассказал о законах, вступающих в силу в июле",Политика
Пожароопасность в лесах Томской области снизилась из-за дождей,Погода
"Потомок Бисмарка: в политические элиты ЕС пришли ""лузеры""",Политика
Politico: группа чиновников ЕС выступает за ликвидацию внешнеполитической службы,Политика
"ВСУ атаковали Белгородскую область более 1,1 тыс. раз за неделю",Конфликты
Домодедово принимает и отправляет рейсы по согласованию,Транспорт
"Футболист ""Урала"" Бондарев надеется, что Месси выиграет ЧМ второй раз подряд",Спорт
